"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx"
35650,8,543656.489,6799541.3255,4,166.147994995117,NA,NA,"STN35650",55
35675,12,543626.7995,6799532.8905,4,166.509994506836,NA,NA,"STN35675",57
35700,8,543612.622,6799511.678,4,166.611999511719,176.091247558594,NA,"STN35700",55
35725,-6,543606.5105,6799483.688,4,166.664993286133,172.009994506836,NA,"STN35725",48
35750,-10,543600.626,6799464.478,4,166.57666015625,186.059997558594,NA,"STN35750",46
35775,6,543582.054,6799442.948,4,166.607147216797,NA,NA,"STN35775",54
35800,10,543576.392,6799419.9905,4,166.634994506836,NA,NA,"STN35800",56
35825,8,543570.3015,6799402.647,4,166.610000610352,NA,NA,"STN35825",55
35850,-12,543575.7415,6799373.1205,4,166.35400390625,178.886001586914,NA,"STN35850",45
35875,-10,543570.6415,6799353.2005,4,166.300003051758,185.598175048828,NA,"STN35875",46
35900,0,543561.379,6799328.551,4,166.600006103516,NA,NA,"STN35900",51
35925,6,543565.8665,6799302.9965,4,166.447494506836,NA,NA,"STN35925",54
35950,16,543574.778,6799277.5835,4,166.477996826172,174.748184204102,NA,"STN35950",59
35975,16,543591.2195,6799258.751,4,166.332855224609,178.871673583984,NA,"STN35975",59
36000,6,543622.354,6799252.209,4,166.5,NA,NA,"STN36000",54
36025,12,543647.412,6799244.3755,4,166.205993652344,183.54833984375,NA,"STN36025",57
36050,8,543665.3505,6799243.3945,4,166.128005981445,186.008743286133,NA,"STN36050",55
36075,-6,543692.108,6799238.6845,4,166.580001831055,NA,NA,"STN36075",48
36100,-12,543708.475,6799237.3685,4,166.547500610352,181.110000610352,NA,"STN36100",45
36125,-18,543742.376,6799229.0415,4,166.535003662109,NA,NA,"STN36125",42
36150,-30,543768.7515,6799218.0655,4,166.419998168945,NA,NA,"STN36150",36
36175,-32,543786.6985,6799200.548,4,166.471664428711,NA,NA,"STN36175",35
36200,-32,543803.1395,6799181.7145,4,166.429992675781,NA,NA,"STN36200",35
36225,2,543793.8455,6799140.481,4,165.509994506836,NA,NA,"STN36225",51
36250,6,543797.4195,6799119.844,4,165.797500610352,172.675003051758,NA,"STN36250",54
36275,-12,543815.325,6799094.7725,4,165.845001220703,NA,NA,"STN36275",45
36300,-10,543817.017,6799075.384,4,166.112503051758,NA,NA,"STN36300",46
36325,-6,543825.0545,6799055.258,4,166.110000610352,NA,NA,"STN36325",48
36350,-8,543837.4145,6799030.102,4,166.070007324219,NA,NA,"STN36350",47
36375,-44,543863.024,6798985.956,4,166.003326416016,NA,NA,"STN36375",29
36400,-48,543847.6405,6798956.4185,4,165.524993896484,NA,NA,"STN36400",27
36425,-50,543852.8335,6798965.048,4,165.574996948242,180.205001831055,NA,"STN36425",26
36450,-22,543824.7385,6798940.16,4,165.690002441406,182.955718994141,NA,"STN36450",39
36475,-2,543804.6435,6798915.24,4,165.677505493164,NA,165.639999389648,"STN36475",48
36500,1,543801.5485,6798890.252,4,165.544998168945,NA,NA,"STN36500",50
36525,-2,543804.4535,6798865.24,4,165.639999389648,NA,NA,"STN36525",50
36550,0,543802.3585,6798840.2485,4,166.145004272461,NA,NA,"STN36550",51
36575,16,543796.7815,6798808.4155,4,166.092498779297,NA,NA,"STN36575",59
36600,26,543805.5265,6798781.6935,4,165.863998413086,NA,NA,"STN36600",64
36625,26,543821.967,6798762.86,4,166.313339233398,NA,NA,"STN36625",64
36650,20,543842.9255,6798747.9745,4,165.878005981445,NA,NA,"STN36650",61
36675,18,543860.872,6798730.457,4,165.996673583984,NA,NA,"STN36675",60
36700,8,543874.86,6798720.3455,4,165.928329467773,NA,NA,"STN36700",55
36725,-46,543916.3695,6798674.1625,4,165.565002441406,177.857772827148,NA,"STN36725",28
36750,-63,543909.6535,6798636.595,4,165.580001831055,NA,NA,"STN36750",16
36775,-60,543890.8265,6798619.876,4,165.589996337891,NA,NA,"STN36775",19
36800,-50,543866.763,6798607.798,4,165.567504882812,NA,NA,"STN36800",26
36825,-28,543833.7235,6798603.6755,4,165.646667480469,177.891662597656,NA,"STN36825",36
36850,-8,543793.871,6798603.3085,4,165.592498779297,NA,NA,"STN36850",47
36875,-4,543773.971,6798599.473,4,165.647506713867,177.173629760742,NA,"STN36875",49
36900,0,543753.511,6798587.382,4,165.889999389648,NA,NA,"STN36900",51
36925,-16,543732.467,6798562.8545,4,165.574996948242,NA,NA,"STN36925",43
36950,-22,543728.0925,6798554.8345,4,165.552505493164,NA,NA,"STN36950",39
36975,-23,543712.2575,6798535.463,4,165.820007324219,178.35221862793,NA,"STN36975",37
37000,-24,543696.4225,6798516.0915,4,165.910003662109,181.746673583984,NA,"STN37000",39
37025,-16,543662.1565,6798504.5515,4,165.470001220703,169.259994506836,NA,"STN37025",42
37050,-14,543634.8585,6798503.7975,4,165.50666809082,NA,NA,"STN37050",43
37075,-8,543609.883,6798509.892,4,165.555999755859,175.294006347656,NA,"STN37075",45
37100,-2,543584.907,6798515.9865,4,165.520004272461,NA,NA,"STN37100",50
37125,-96,543559.531,6798422.081,4,166.072006225586,NA,NA,"STN37125",3
37150,-8,543538.3185,6798507.4375,4,165.786666870117,NA,NA,"STN37150",47
37175,-10,543524.2985,6798496.219,4,165.960006713867,NA,NA,"STN37175",46
37200,-8,543513.6385,6798480.1835,4,165.475006103516,180.929992675781,NA,"STN37200",47
37225,-4,543510.6355,6798460.6465,4,165.490005493164,176.211669921875,NA,"STN37225",49
37250,6,543514.2075,6798434.912,4,166.169998168945,NA,NA,"STN37250",54
37275,-84,543551.569,6798510.608,4,165.998001098633,178.548004150391,NA,"STN37275",9
37300,-96,543563.204,6798521.742,4,166.04833984375,NA,NA,"STN37300",3
37325,-98,543637.0025,6798502.7145,4,165.453338623047,NA,NA,"STN37325",2
37350,16,543591.03,6798393.5945,4,165.270004272461,178.034164428711,NA,"STN37350",59
37375,38,543623.635,6798356.7355,4,165.970001220703,NA,NA,"STN37375",70
37400,34,543620.633,6798362.1345,4,166.074996948242,182.169998168945,NA,"STN37400",68
37425,32,543637.5195,6798346.8445,4,165.933334350586,172.100006103516,NA,"STN37425",67
37450,40,543647.9365,6798322.747,4,165.602005004883,167.199996948242,NA,"STN37450",71
37475,38,543652.36,6798318.865,4,165.602493286133,167.851669311523,NA,"STN37475",70
37500,8,543684.0395,6798304.384,4,165.922500610352,169.522857666016,NA,"STN37500",55
37525,-12,543702.358,6798278.385,4,165.526672363281,165.779998779297,NA,"STN37525",43
37550,-12,543689.6005,6798250.6795,4,165.736663818359,NA,NA,"STN37550",45
37575,-12,543673.0175,6798231.9705,4,165.889999389648,NA,NA,"STN37575",45
37600,-18,543660.923,6798209.284,4,166.137145996094,NA,NA,"STN37600",42
37625,-16,543642.8445,6798191.9015,4,166.046661376953,NA,NA,"STN37625",43
37650,-10,543621.774,6798177.1705,4,166.091659545898,NA,NA,"STN37650",46
37675,-10,543605.1915,6798158.4615,4,165.994995117188,NA,NA,"STN37675",46
37700,-16,543593.097,6798135.7745,4,166.035003662109,178.899993896484,NA,"STN37700",43
37725,-18,543578.011,6798115.7395,4,165.884994506836,174.297271728516,NA,"STN37725",42
37750,-20,543544.006,6798098.2095,4,165.595001220703,184.264999389648,NA,"STN37750",41
37775,-20,543536.5865,6798095.301,4,165.399993896484,189.080001831055,NA,"STN37775",41
37800,-2,543505.771,6798092.749,4,165.399993896484,182.494293212891,NA,"STN37800",48
37825,5,543482.7175,6798092.507,4,165.50666809082,NA,NA,"STN37825",52
37850,4,543457.714,6798091.601,4,165.372497558594,NA,NA,"STN37850",52
37875,0,543432.7505,6798087.5775,4,165.345993041992,183.615005493164,NA,"STN37875",50
37900,4,543409.02,6798080.8045,4,165.360000610352,188.846252441406,NA,"STN37900",53
37925,6,543390.8,6798068.1105,4,165.654998779297,NA,NA,"STN37925",54
37950,-4,543371.483,6798053.15,4,165.585006713867,NA,NA,"STN37950",49
37975,-16,543346.4355,6798041.244,4,165.554992675781,NA,NA,"STN37975",43
38000,-24,543324.256,6798032.263,4,165.509994506836,182.32600402832,NA,"STN38000",39
38025,-22,543318.213,6798031.102,4,165.652496337891,NA,NA,"STN38025",40
38050,-10,543292.6555,6798020.3485,4,165.412506103516,NA,NA,"STN38050",46
38075,8,543262.61,6798013.573,4,165.600006103516,NA,NA,"STN38075",55
38100,34,543225.187,6797990.606,4,165.616668701172,182.528335571289,NA,"STN38100",68
38125,25,543230.05,6797975.219,4,165.603332519531,NA,NA,"STN38125",59
38150,-80,543298.986,6797891.357,4,165.485000610352,NA,NA,"STN38150",11
38175,-2,543232.6025,6797922.5805,4,165.537506103516,NA,NA,"STN38175",50
38200,-4,543239.886,6797902.045,4,165.516662597656,184.692504882812,NA,"STN38200",46
38225,-18,543264.2785,6797890.902,4,165.482498168945,NA,NA,"STN38225",42
38250,-68,543325.224,6797857.537,4,165.570007324219,169.065002441406,NA,"STN38250",14
38275,-56,543313.13,6797832.5855,4,165.557495117188,180.904998779297,NA,"STN38275",23
38300,-26,543274.906,6797798.0265,4,165.744003295898,177.845001220703,NA,"STN38300",38
38325,-10,543245.6305,6797783.3665,4,165.433334350586,178.421432495117,NA,"STN38325",44
38350,-10,543239.8175,6797768.0825,4,165.652496337891,173.248001098633,NA,"STN38350",46
38375,2,543221.672,6797746.6245,4,165.449996948242,NA,NA,"STN38375",52
38400,0,543209.7505,6797725.7065,4,165.463333129883,NA,NA,"STN38400",51
38425,-8,543210.505,6797703.403,4,165.774993896484,NA,NA,"STN38425",47
38450,5,543197.4115,6797678.4555,4,165.679992675781,179.160003662109,NA,"STN38450",50
38475,16,543186.318,6797653.5,4,165.565002441406,166.039993286133,NA,"STN38475",59
38500,28,543174.224,6797628.548,4,165.565002441406,NA,NA,"STN38500",63
38525,26,543176.1305,6797603.54,4,165.695007324219,NA,NA,"STN38525",61
38550,16,543186.037,6797578.5,4,165.630004882812,166.520004272461,NA,"STN38550",57
38575,4,543197.943,6797553.4525,4,165.580001831055,NA,165.580001831055,"STN38575",51
38600,-28,543219.6095,6797516.196,4,165.537506103516,NA,NA,"STN38600",36
38625,-46,543218.6125,6797483.018,4,166.182495117188,172.091659545898,NA,"STN38625",28
38650,100,543074.6315,6797489.149,4,166.078002929688,NA,NA,"STN38650",101
38675,-27,543201.538,6797463.641,4,165.490005493164,NA,NA,"STN38675",NA
38700,2,543172.4445,6797438.757,4,166.827499389648,NA,NA,"STN38700",52
38725,-24,543198.351,6797413.6535,4,167.271667480469,168.240005493164,NA,"STN38725",39
38750,-30,543204.257,6797388.63,4,167.535003662109,174.604995727539,NA,"STN38750",36
38775,-18,543192.1635,6797363.678,4,166.942504882812,NA,NA,"STN38775",42
38800,-18,543192.07,6797338.678,4,166.716659545898,NA,NA,"STN38800",42
38825,-20,543193.9765,6797313.67,4,166.763336181641,NA,NA,"STN38825",41
38850,-20,543196.73,6797297.0995,4,167.100006103516,NA,NA,"STN38850",41
38875,-12,543199.1865,6797277.748,4,168.115005493164,NA,NA,"STN38875",45
38900,-6,543211.109,6797254.966,4,168.085998535156,174.089996337891,NA,"STN38900",48
38925,-6,543227.549,6797236.132,4,168.610000610352,178.941665649414,NA,"STN38925",47
38950,-4,543242.4835,6797215.9825,4,168.580001831055,NA,NA,"STN38950",49
38975,-6,543256.914,6797194.55,4,168.460006713867,NA,NA,"STN38975",48
39000,-14,543268.641,6797169.022,4,168.335006713867,NA,NA,"STN39000",44
39025,-14,543268.547,6797144.022,4,167.895004272461,NA,NA,"STN39025",44
39050,-10,543264.453,6797119.038,4,168.027496337891,NA,NA,"STN39050",46
39075,0,543254.3595,6797094.078,4,168.304992675781,NA,NA,"STN39075",51
39100,100,543154.266,6797069.4785,4,167.442504882812,173.951431274414,NA,"STN39100",101
39125,8,543242.4955,6797053.9625,4,167.395004272461,NA,NA,"STN39125",55
39150,10,543229.987,6797048.5615,4,167.392501831055,NA,NA,"STN39150",56
39175,6,543208.7915,6797030.4675,4,167.217498779297,NA,NA,"STN39175",54
39200,28,543175.7545,6797026.343,4,165.233337402344,NA,NA,"STN39200",62
39225,14,543169.6455,6796998.351,4,165.634994506836,NA,NA,"STN39225",58
39250,2,543162.041,6796971.6845,4,165.217498779297,NA,NA,"STN39250",52
39275,-4,543149.9485,6796948.996,4,165.142501831055,166.619995117188,NA,"STN39275",49
39300,-2,543131.8715,6796931.6115,4,165.283996582031,171.406005859375,NA,"STN39300",50
39325,0,543113.795,6796914.227,4,165.252502441406,NA,NA,"STN39325",51
39350,2,543095.7185,6796896.8425,4,165.389999389648,172.070007324219,NA,"STN39350",52
39375,4,543077.642,6796879.458,4,165.317504882812,NA,NA,"STN39375",53
39400,6,543059.5655,6796862.0735,4,165.338333129883,NA,NA,"STN39400",54
39425,8,543041.489,6796844.689,4,165.158004760742,172.759994506836,NA,"STN39425",55
39450,-1,543031.6405,6796820.0115,4,165.17399597168,NA,NA,"STN39450",48
39475,-4,543017.304,6796799.3115,4,165.316665649414,167.289993286133,NA,"STN39475",49
39500,-5,543001.4715,6796779.9375,4,165.297500610352,NA,NA,"STN39500",46
39525,-1,542981.899,6796763.879,4,165.199996948242,176.502502441406,165.164993286133,"STN39525",48
39550,-1,542965.319,6796745.1685,4,165.070007324219,NA,NA,"STN39550",49
39575,6,542943.503,6796731.0985,4,165.059997558594,171.3125,NA,"STN39575",54
39600,6,542926.9225,6796712.3875,4,165.205001831055,NA,NA,"STN39600",54
39625,6,542910.342,6796693.6765,4,165.089996337891,NA,NA,"STN39625",52
39650,-3,542900.494,6796668.9985,4,165.213333129883,NA,NA,"STN39650",47
39675,-10,542889.15,6796645.6465,4,165.106002807617,177.03125,NA,"STN39675",43
39700,-9,542871.822,6796627.5985,4,165.223999023438,165.896667480469,NA,"STN39700",44
39725,-2,542850.006,6796613.5285,4,165.425003051758,175.303329467773,NA,"STN39725",50
39750,-12,542840.906,6796588.1875,4,165.401107788086,NA,NA,"STN39750",45
39775,-14,542835.229,6796572.537,4,165.130004882812,NA,NA,"STN39775",44
39800,-18,542837.2475,6796550.8385,4,165.372863769531,NA,NA,"STN39800",40
39825,-17,542836.1545,6796525.843,4,165.186004638672,NA,NA,"STN39825",41
39850,-6,542824.6525,6796500.8485,4,165.253326416016,NA,NA,"STN39850",48
39875,-2,542811.415,6796478.0365,4,165.598327636719,NA,NA,"STN39875",50
39900,2,542794.899,6796460.202,4,165.697494506836,NA,NA,"STN39900",52
39925,16,542775.7545,6796436.285,4,165.475006103516,181.125,NA,"STN39925",59
39950,16,542775.6615,6796411.285,4,164.940002441406,NA,164.929992675781,"STN39950",58
39975,12,542779.146,6796410.0955,4,165.08332824707,175.264007568359,NA,"STN39975",57
40000,-10,542765.806,6796382.02,4,165.251998901367,NA,NA,"STN40000",46
40025,-20,542753.3085,6796358.349,4,165.192001342773,NA,NA,"STN40025",41
40050,-21,542719.146,6796345.8985,4,165.141662597656,166.164993286133,NA,"STN40050",37
40075,-12,542694.182,6796354.9915,4,165.201995849609,174.519561767578,NA,"STN40075",45
40100,-12,542669.182,6796355.084,4,165.496673583984,NA,NA,"STN40100",45
40125,-4,542645.445,6796373.655,4,165.693328857422,NA,NA,"STN40125",49
40150,-42,542607.6235,6796356.5095,4,165.261428833008,NA,NA,"STN40150",30
40175,-42,542608.095,6796356.0855,4,165.261428833008,NA,NA,"STN40175",30
40200,-38,542583.111,6796360.178,4,165.183334350586,NA,NA,"STN40200",32
40225,-30,542558.143,6796368.27,4,164.95166015625,173,NA,"STN40225",36
40250,-22,542533.338,6796376.2935,4,164.925003051758,NA,NA,"STN40250",40
40275,8,542506.5515,6796394.219,4,164.972503662109,184.962997436523,NA,"STN40275",55
40300,37,542468.28,6796394.7345,4,165.029998779297,NA,NA,"STN40300",65
40325,26,542459.9285,6796368.73,4,165.184997558594,185.426666259766,NA,"STN40325",60
40350,6,542458.3095,6796336.758,4,164.970001220703,182.559997558594,NA,"STN40350",52
40375,-6,542450.7065,6796310.09,4,164.904998779297,NA,NA,"STN40375",47
40400,-18,542443.1035,6796283.422,4,165.119995117188,NA,NA,"STN40400",40
40425,-17,542432.408,6796268.583,4,164.820007324219,177.664993286133,NA,"STN40425",41
40450,-4,542414.289,6796252.028,4,164.903335571289,NA,NA,"STN40450",49
40475,3,542397.9545,6796233.469,4,164.970001220703,177.729995727539,164.884994506836,"STN40475",50
40500,-1,542384.3675,6796212.105,4,165.110000610352,NA,NA,"STN40500",48
40525,-7,542372.2765,6796189.4145,4,164.943328857422,178.401245117188,NA,"STN40525",46
40550,-6,542364.2045,6796172.124,4,165.009994506836,NA,NA,"STN40550",48
40575,8,542349.624,6796147.609,4,165.003326416016,NA,NA,"STN40575",55
40600,20,542337.532,6796122.6575,4,165.264999389648,NA,NA,"STN40600",61
40625,18,542337.284,6796106.3445,4,165.509994506836,175.945007324219,NA,"STN40625",60
40650,30,542335.6575,6796119.533,4,165.272506713867,NA,NA,"STN40650",66
40675,-10,542326.8195,6796072.289,4,165.389999389648,NA,NA,"STN40675",46
40700,-12,542311.7365,6796052.251,4,165.059997558594,NA,165.089996337891,"STN40700",43
40725,-14,542296.654,6796032.213,4,165.044998168945,NA,165.059997558594,"STN40725",42
40750,-64,542271.3795,6795967.3635,4,165.476501464844,NA,NA,"STN40750",19
40775,-12,542252.3585,6796013.31,4,165.729995727539,181.755004882812,NA,"STN40775",44
40800,-2,542227.9555,6796005.7445,4,165.699996948242,NA,NA,"STN40800",50
40825,2,542205.642,6796002.232,4,165.485000610352,NA,NA,"STN40825",52
40850,-12,542176.0995,6796002.56,4,165.657501220703,NA,NA,"STN40850",45
40875,-34,542143.092,6796006.9175,4,165.565002441406,NA,NA,"STN40875",34
40900,-42,542120.6265,6796020.4865,4,165.149993896484,174.119995117188,NA,"STN40900",30
40925,-30,542112.712,6796065.4385,4,164.869995117188,184.97200012207,NA,"STN40925",36
40950,-24,542114.169,6796082.4815,4,165.470001220703,177.987503051758,NA,"STN40950",39
40975,-2,542121.7755,6796110.8975,4,165.339996337891,NA,NA,"STN40975",50
41000,6,542111.3585,6796134.9945,4,165.142501831055,NA,NA,"STN41000",54
41025,8,542093.7565,6796153.6765,4,165.272506713867,NA,NA,"STN41025",55
41050,8,542067.209,6796161.8635,4,165.485000610352,NA,NA,"STN41050",55
41075,-14,542042.121,6796139.9545,4,165.389999389648,169.425720214844,NA,"STN41075",44
41100,-20,542017.964,6796133.6285,4,165.422500610352,NA,NA,"STN41100",41
41125,-4,541999.758,6796141.2485,3,169.550003051758,173.960006713867,NA,"STN41125",49
41150,-6,541984.672,6796121.21,3,165.322006225586,179.324996948242,NA,"STN41150",48
41175,5,541959.861,6796109.7905,3,165.482498168945,172.872497558594,NA,"STN41175",51
41200,2,541943.436,6796096.927,3,165.479995727539,165.720001220703,NA,"STN41200",52
41225,0,541919.791,6796092.8485,3,165.615005493164,180.772003173828,NA,"STN41225",51
41250,-6,541894.384,6796093.357,3,165.104995727539,166.977493286133,NA,"STN41250",48
41275,-18,541865.654,6796101.8085,3,165.345001220703,NA,NA,"STN41275",42
41300,-22,541846.2005,6796118.0095,3,165.080001831055,179.139999389648,NA,"STN41300",39
41325,-28,541829.409,6796125.0085,3,165.169998168945,166.255004882812,NA,"STN41325",37
41350,-29,541818.2195,6796128.5425,3,165.419998168945,180.335006713867,NA,"STN41350",35
41375,-28,541783.092,6796150.2685,3,165.449996948242,NA,NA,"STN41375",37
41400,-26,541776.5365,6796157.3885,3,165.419998168945,175.264999389648,NA,"STN41400",38
41425,-26,541775.057,6796157.3335,3,165.447494506836,175.369995117188,NA,"STN41425",38
41450,8,541739.455,6796172.0225,3,165.455001831055,NA,NA,"STN41450",55
41475,12,541719.881,6796155.9615,3,165.257507324219,NA,NA,"STN41475",57
41500,8,541707.4705,6796132.7915,3,165.354995727539,175.615005493164,NA,"STN41500",55
41525,18,541689.884,6796106.0105,3,165.389999389648,NA,NA,"STN41525",60
41550,26,541681.794,6796081.043,3,165.134994506836,180.186660766602,NA,"STN41550",64
41575,24,541683.7035,6796056.035,3,165.384994506836,NA,NA,"STN41575",63
41600,22,541691.7685,6796024.238,3,165.130004882812,170.773330688477,NA,"STN41600",61
41625,26,541705.222,6795995.2765,3,165.360000610352,NA,NA,"STN41625",64
41650,26,541707.807,6795989.199,3,165.264999389648,180.809997558594,NA,"STN41650",64
41675,10,541731.1905,6795963.4405,3,164.940002441406,178.106674194336,NA,"STN41675",55
41700,10,541745.791,6795941.7855,3,164.960006713867,177.479995727539,NA,"STN41700",56
41725,8,541753.365,6795926.192,3,165.285003662109,171.896667480469,NA,"STN41725",54
41750,-10,541771.2745,6795901.12,3,165.104995727539,NA,NA,"STN41750",46
41775,-8,541769.184,6795876.1285,3,164.910003662109,180.399993896484,NA,"STN41775",47
41800,-2,541765.866,6795852.688,3,165.065002441406,181.554000854492,NA,"STN41800",50
41825,10,541767.396,6795824.7745,3,165.171997070312,NA,NA,"STN41825",56
41850,10,541775.768,6795808.3145,3,165.179992675781,188.820007324219,NA,"STN41850",55
41875,6,541781.9235,6795786.295,3,165.203338623047,165.389999389648,NA,"STN41875",54
41900,-4,541791.833,6795761.255,3,165.355712890625,NA,NA,"STN41900",49
41925,-12,541799.7425,6795736.223,3,165.345993041992,NA,NA,"STN41925",45
41950,-32,541819.6515,6795711.1435,3,165.320007324219,177.526672363281,NA,"STN41950",35
41975,-68,541838.33,6795651.9315,3,164.774993896484,180.606674194336,NA,"STN41975",17
42000,-36,541796.626,6795647.6685,3,165.10400390625,181.236663818359,NA,"STN42000",33
42025,-49,541809.3525,6795646.382,3,165.070007324219,NA,NA,"STN42025",NA
42050,2,541748.755,6795634.963,3,164.690002441406,NA,NA,"STN42050",52
42075,-4,541725.075,6795627.913,3,165.081665039062,176.912002563477,NA,"STN42075",49
42100,-8,541700.0595,6795624.0035,3,165.178329467773,174.841659545898,NA,"STN42100",47
42125,-8,541673.5825,6795631.556,3,165.149993896484,NA,NA,"STN42125",47
42150,-16,541648.0455,6795643.017,3,164.996673583984,NA,NA,"STN42150",43
42175,2,541639.13,6795665,3,165.095718383789,NA,NA,"STN42175",52
42200,10,541610.905,6795661.2455,3,164.979995727539,187.005996704102,NA,"STN42200",56
42225,20,541588.679,6795655.443,3,165.022506713867,NA,NA,"STN42225",61
42250,8,541577.4905,6795638.296,3,164.967498779297,165.119995117188,NA,"STN42250",55
42275,8,541552.9745,6795624.363,3,164.777496337891,180.322006225586,NA,"STN42275",55
42300,6,541537.894,6795611.407,3,165.066665649414,NA,NA,"STN42300",54
42325,-8,541522.0535,6795589.918,3,164.358001708984,180.320007324219,NA,"STN42325",47
42350,-14,541510.6025,6795573.993,3,164.816665649414,NA,NA,"STN42350",44
42375,-16,541495.5235,6795553.953,3,164.726669311523,179.710006713867,NA,"STN42375",43
42400,-14,541477.449,6795536.565,3,164.375,NA,NA,"STN42400",44
42425,-10,541457.8765,6795520.503,3,164.210006713867,NA,164.240005493164,"STN42425",45
42450,2,541432.3115,6795509.7455,3,164.240005493164,NA,NA,"STN42450",51
42475,6,541412.7385,6795493.684,3,164.222503662109,NA,NA,"STN42475",53
42500,0,541400.656,6795470.992,3,164.175003051758,174.67333984375,NA,"STN42500",50
42525,-10,541395.236,6795446.411,3,164.285003662109,164.570007324219,NA,"STN42525",45
42550,-12,541392.095,6795428.1695,3,164.410003662109,172.861999511719,NA,"STN42550",45
42575,-18,541384.704,6795395.177,3,164.308334350586,174.630004882812,NA,"STN42575",42
42600,-20,541376.451,6795378.913,3,164.794998168945,NA,NA,"STN42600",41
42625,-20,541373.363,6795363.772,3,164.270004272461,NA,NA,"STN42625",41
42650,-18,541371.273,6795338.7805,3,164.625,182.98616027832,NA,"STN42650",42
42675,-7,541360.1835,6795313.825,3,164.720001220703,NA,NA,"STN42675",NA
42700,2,541345.323,6795292.1895,3,165.026672363281,NA,NA,"STN42700",52
42725,-10,541341.3355,6795265.1735,3,165.073333740234,184.710006713867,NA,"STN42725",46
42750,-16,541341.8875,6795249.093,3,165.014999389648,182.479995727539,NA,"STN42750",43
42775,-14,541339.798,6795224.1015,3,164.476669311523,170.735000610352,NA,"STN42775",44
42800,-16,541341.708,6795199.094,3,164.602493286133,NA,NA,"STN42800",43
42825,-8,541333.6185,6795174.126,3,164.080001831055,171.660003662109,NA,"STN42825",47
42850,-6,541331.529,6795149.134,3,164.309997558594,NA,NA,"STN42850",46
42875,-10,541335.439,6795124.118,3,164.255004882812,175.649993896484,NA,"STN42875",46
42900,-14,541344.0255,6795110.835,3,164.425003051758,NA,NA,"STN42900",44
42925,-4,541347.881,6795084.3655,3,164.389999389648,NA,NA,"STN42925",49
42950,-24,541357.045,6795048.3895,3,164.679992675781,164.929992675781,NA,"STN42950",39
42975,-17,541335.2255,6795034.316,3,164.130004882812,NA,NA,"STN42975",41
43000,-4,541308.771,6795024.3805,3,164.514999389648,NA,NA,"STN43000",49
43025,18,541285.014,6795035.976,3,164.679992675781,NA,NA,"STN43025",60
43050,20,541278.4025,6795040.711,3,164.710006713867,180.589996337891,NA,"STN43050",61
43075,12,541252.8175,6795052.1755,3,164.717498779297,NA,NA,"STN43075",57
43100,21,541221.319,6795067.6085,3,164.820007324219,173.524002075195,NA,"STN43100",60
43125,21,541189.289,6795049.4865,3,164.184997558594,NA,NA,"STN43125",60
43150,16,541176.458,6795027.457,3,164.426666259766,NA,NA,"STN43150",58
43175,2,541170.368,6794999.4605,3,164.399993896484,NA,NA,"STN43175",52
43200,-22,541171.768,6794964.8335,3,164.11799621582,183.539993286133,NA,"STN43200",40
43225,-32,541162.682,6794939.489,3,164.117492675781,184.995559692383,NA,"STN43225",33
43250,-24,541140.1145,6794926.0785,3,164.479995727539,164.789993286133,NA,"STN43250",39
43275,-8,541104.965,6794921.7895,3,164.6875,NA,NA,"STN43275",47
43300,-2,541079.203,6794924.3825,3,164.494995117188,174.009994506836,NA,"STN43300",50
43325,2,541055.488,6794923.6415,3,164.440002441406,170.399993896484,NA,"STN43325",52
43350,4,541034.601,6794910.4945,3,164.389999389648,NA,NA,"STN43350",53
43375,14,541015.889,6794911.093,3,164.470001220703,NA,NA,"STN43375",58
43400,10,540990.1195,6794896.52,3,164.514007568359,186.889999389648,NA,"STN43400",56
43425,8,540972.7845,6794879.2205,3,164.166000366211,180.940002441406,NA,"STN43425",55
43450,2,540956.9775,6794866.777,3,164.516662597656,179.767776489258,NA,"STN43450",52
43475,-8,540942.472,6794849.6745,3,163.990005493164,NA,NA,"STN43475",47
43500,-14,540930.3905,6794826.9815,3,164.417495727539,NA,NA,"STN43500",44
43525,-34,540928.7955,6794795.0065,3,164.641998291016,NA,NA,"STN43525",34
43550,-16,540886.345,6794790.359,3,164.426666259766,NA,NA,"STN43550",43
43575,-10,540859.412,6794794.0595,3,164.399993896484,NA,NA,"STN43575",46
43600,-8,540833.0385,6794802.9285,3,164.253997802734,NA,NA,"STN43600",47
43625,-14,540808.394,6794815.797,3,164.089996337891,NA,NA,"STN43625",44
43650,-16,540797.916,6794818.7605,3,164.153335571289,NA,NA,"STN43650",43
43675,-18,540773.409,6794817.1405,3,164.710006713867,182.25,NA,"STN43675",42
43700,-18,540748.4095,6794817.229,3,164.534286499023,NA,NA,"STN43700",42
43725,-14,540734.6405,6794817.125,3,164.699996948242,NA,NA,"STN43725",44
43750,-14,540718.2955,6794803.285,3,164.604278564453,NA,NA,"STN43750",44
43775,-26,540687.1885,6794778.669,3,164.824005126953,NA,NA,"STN43775",38
43800,-28,540687.4475,6794776.7955,3,164.869995117188,173.669998168945,NA,"STN43800",37
43825,-18,540663.4085,6794764.714,3,164.475708007812,184.089996337891,NA,"STN43825",42
43850,-12,540642.3395,6794749.9765,3,164.403335571289,NA,NA,"STN43850",45
43875,-14,540627.2625,6794729.935,3,164.67399597168,177.440002441406,NA,"STN43875",44
