"cDst","tDst","dX","dY","grp","grnd","vege","watr","stnX","indx"
63825,-8,532491.572,6788449.216,1,161.895004272461,NA,NA,"STN63825",45
63850,2,532468.5365,6788445.7335,1,161.839996337891,NA,NA,"STN63850",49
63875,7,532448.8345,6788439.035,1,161.889999389648,174.169998168945,NA,"STN63875",49
63900,-6,532432.4225,6788418.5,1,161.815002441406,NA,NA,"STN63900",48
63925,-4,532414.226,6788405.908,1,161.884994506836,177.623336791992,161.919998168945,"STN63925",47
63950,-7,532399.9165,6788385.19,1,162.005004882812,185.720001220703,NA,"STN63950",45
63975,-8,532384.109,6788365.796,1,162.110000610352,NA,NA,"STN63975",44
64000,-9,532368.302,6788346.402,1,161.975006103516,NA,NA,"STN64000",44
64025,-9,532351.7455,6788327.67,1,161.919998168945,162.389999389648,NA,"STN64025",44
64050,0,532328.448,6788314.896,1,161.860000610352,NA,161.860000610352,"STN64050",51
64075,1,532311.143,6788296.826,1,161.850006103516,180.850006103516,161.779998779297,"STN64075",49
64100,0,532295.336,6788277.432,1,161.919998168945,169.264999389648,NA,"STN64100",48
64125,-4,532281.776,6788256.052,1,161.820007324219,NA,NA,"STN64125",47
64150,-3,532264.471,6788237.9815,1,162.5,173.653747558594,NA,"STN64150",46
64175,0,532245.058,6788222.593,1,161.866668701172,NA,161.830001831055,"STN64175",49
64200,-2,532223.664,6788212.62,1,161.889999389648,NA,NA,"STN64200",47
64225,0,532198.67,6788214.69,1,161.824996948242,NA,NA,"STN64225",49
64250,-5,532174.147,6788220.6115,1,161.830001831055,169.110000610352,161.830001831055,"STN64250",47
64275,-15,532151.7675,6788226.765,1,161.820007324219,164.940002441406,NA,"STN64275",42
64300,-12,532136.2485,6788236.35,1,161.899993896484,NA,NA,"STN64300",NA
64325,-15,532107.8835,6788250.0885,1,161.800003051758,168.570007324219,NA,"STN64325",41
64350,-20,532087.6675,6788265.6235,1,161.839996337891,171.889999389648,NA,"STN64350",39
64375,-14,532075.7345,6788288.396,1,161.985000610352,NA,NA,"STN64375",41
64400,-7,532070.9385,6788319.402,1,161.910003662109,NA,161.820007324219,"STN64400",45
64425,-12,532073.828,6788348.332,1,161.979995727539,166.770004272461,NA,"STN64425",43
64450,-12,532089.568,6788369.5125,1,162.300003051758,NA,NA,"STN64450",42
64475,-4,532112.116,6788382.949,1,161.889999389648,NA,NA,"STN64475",45
64500,7,532136.911,6788394.399,1,161.960006713867,NA,NA,"STN64500",53
64525,-3,532145.977,6788419.7515,1,161.892501831055,171.274002075195,162.039993286133,"STN64525",48
64550,-8,532158.788,6788441.794,1,161.940002441406,NA,161.853332519531,"STN64550",46
64575,-15,532167.244,6788464.168,1,161.985000610352,177.227996826172,NA,"STN64575",41
64600,-13,532173.425,6788478.361,1,161.880004882812,NA,NA,"STN64600",43
64625,10,532202.0955,6788493.859,1,161.789993286133,NA,NA,"STN64625",54
64650,5,532212.425,6788517.7925,1,162.0625,169.496673583984,NA,"STN64650",50
64675,7,532221.42,6788542.2835,1,161.988006591797,NA,NA,"STN64675",51
64700,5,532227.272,6788561.012,1,161.892501831055,NA,NA,"STN64700",50
64725,1,532237.249,6788584.0965,1,162.024993896484,166.39599609375,NA,"STN64725",48
64750,8,532246.9325,6788608.299,1,162.039993286133,169.061660766602,161.949996948242,"STN64750",52
64775,15,532240.2775,6788638.1715,1,161.889999389648,NA,161.830001831055,"STN64775",56
64800,11,532220.814,6788654.364,1,161.880004882812,163.632507324219,161.899993896484,"STN64800",53
64825,-3,532193.8205,6788663.9765,1,161.880004882812,NA,161.860000610352,"STN64825",45
64850,-5,532175.3665,6788670.9015,1,161.945007324219,NA,NA,"STN64850",44
64875,-4,532150.797,6788672.465,1,161.918334960938,NA,161.880004882812,"STN64875",44
64900,-6,532125.791,6788670.535,1,161.889999389648,NA,161.789993286133,"STN64900",44
64925,-8,532108.297,6788663.422,1,161.929992675781,167.964996337891,NA,"STN64925",43
64950,-2,532088.015,6788652.6375,1,162.016006469727,NA,161.857498168945,"STN64950",46
64975,5,532073.6625,6788631.852,1,161.869995117188,167.710006713867,161.863327026367,"STN64975",51
65000,14,532060.248,6788617.4355,1,161.869995117188,NA,NA,"STN65000",53
65025,6,532053.1825,6788592.9195,1,161.899993896484,177.62922668457,NA,"STN65025",49
65050,5,532046.434,6788567.124,1,161.985992431641,NA,NA,"STN65050",49
65075,4,532040.377,6788547.693,1,161.990005493164,169.520004272461,NA,"STN65075",48
65100,0,532025.8445,6788529.2965,1,162.029998779297,167.994995117188,NA,"STN65100",45
65125,-2,532004.3415,6788523.287,1,161.991256713867,NA,161.839996337891,"STN65125",45
65150,-10,531977.505,6788530.37,1,162.067504882812,NA,NA,"STN65150",40
65175,-19,531954.2765,6788543.272,1,161.972503662109,170.482223510742,NA,"STN65175",37
65200,-20,531937.0725,6788561.4385,1,161.850006103516,NA,NA,"STN65200",37
65225,-16,531923.633,6788582.895,1,161.929992675781,NA,NA,"STN65225",38
65250,-15,531908.673,6788606.1815,1,161.934005737305,164.679992675781,NA,"STN65250",39
65275,-14,531901.6485,6788635.032,1,161.9228515625,169.101531982422,NA,"STN65275",39
65300,-8,531900.64,6788652.234,1,161.940002441406,163.393997192383,NA,"STN65300",40
65325,12,531899.2485,6788684.218,1,161.994995117188,NA,NA,"STN65325",51
65350,18,531887.315,6788706.99,1,161.949996948242,177.92399597168,162.039993286133,"STN65350",55
65375,15,531868.604,6788723.84,1,161.970001220703,168.087997436523,NA,"STN65375",54
65400,9,531845.9915,6788737.9485,1,162.110000610352,NA,NA,"STN65400",51
65425,7,531818.649,6788745.9415,1,161.960006713867,169.905715942383,NA,"STN65425",50
65450,16,531793.8715,6788755.1235,1,161.979995727539,166.899993896484,NA,"STN65450",55
65475,10,531780.535,6788755.263,1,161.976669311523,NA,NA,"STN65475",50
65500,-4,531752.8945,6788760.5795,1,161.949996948242,NA,161.899993896484,"STN65500",44
65525,-5,531732.6875,6788767.8305,1,162.050003051758,NA,NA,"STN65525",NA
65550,-3,531712.142,6788782.8885,1,162.126663208008,NA,NA,"STN65550",44
65575,-9,531694.598,6788803.5315,1,161.956665039062,NA,NA,"STN65575",41
65600,-15,531682.714,6788823.916,1,161.949996948242,172.830001831055,NA,"STN65600",38
65625,-15,531674.088,6788839.0665,1,161.800003051758,174.257507324219,NA,"STN65625",38
65650,-5,531665.166,6788864.47,1,162.024993896484,176.192504882812,161.929992675781,"STN65650",43
65675,1,531652.54,6788885.978,1,162.020004272461,174.860000610352,161.820007324219,"STN65675",45
65700,9,531630.554,6788902.3405,1,161.919998168945,174.882858276367,NA,"STN65700",49
65725,11,531605.56,6788904.409,1,161.854995727539,171.154998779297,NA,"STN65725",50
65750,7,531580.548,6788900.4775,1,162.061996459961,168.50666809082,NA,"STN65750",48
65775,-1,531560.011,6788884.3885,1,161.933334350586,182.033630371094,NA,"STN65775",45
65800,-1,531543.078,6788866.6765,1,161.940002441406,NA,NA,"STN65800",45
65825,0,531525.7735,6788848.6055,1,161.878890991211,169,NA,"STN65825",46
65850,-4,531518.179,6788826.8505,1,161.895004272461,NA,NA,"STN65850",45
65875,10,531501.124,6788804.152,1,161.940002441406,NA,NA,"STN65875",56
65900,3,531508.0555,6788779.1315,1,161.893325805664,NA,NA,"STN65900",48
65925,7,531503.987,6788754.144,1,161.889999389648,NA,NA,"STN65925",49
65950,7,531497.813,6788736.3945,1,161.972503662109,NA,NA,"STN65950",49
65975,-1,531488.0785,6788712.4015,1,161.990005493164,NA,NA,"STN65975",45
66000,-2,531472.2725,6788693.0065,1,162.199996948242,NA,NA,"STN66000",44
66025,-1,531451.7635,6788680.738,1,161.889999389648,NA,NA,"STN66025",45
66050,0,531430.356,6788673.1345,1,161.992492675781,176.479995727539,NA,"STN66050",45
66075,11,531403.7335,6788665.7545,1,161.880004882812,NA,NA,"STN66075",50
66100,16,531390.651,6788664.4475,1,161.913330078125,NA,NA,"STN66100",54
66125,11,531366.836,6788658.855,1,161.932006835938,167.595001220703,NA,"STN66125",52
66150,9,531341.83,6788656.923,1,161.92399597168,NA,NA,"STN66150",51
66175,4,531321.947,6788657.7085,1,162.063339233398,NA,NA,"STN66175",48
66200,-3,531299.6495,6788668.2575,1,161.866668701172,NA,NA,"STN66200",43
66225,-9,531278.6785,6788683.133,1,162.013336181641,NA,NA,"STN66225",40
66250,-7,531265.9805,6788706.2085,1,161.95166015625,NA,NA,"STN66250",42
66275,-8,531259.492,6788732.312,1,161.906661987305,NA,NA,"STN66275",43
66300,-7,531260.56,6788757.309,1,161.938568115234,NA,NA,"STN66300",45
66325,-3,531264.628,6788782.2965,1,161.860000610352,162.341995239258,NA,"STN66325",45
66350,9,531276.696,6788807.26,1,161.860000610352,NA,NA,"STN66350",52
66375,11,531278.764,6788832.254,1,162.083999633789,NA,NA,"STN66375",51
66400,9,531274.638,6788858.0475,1,161.929992675781,169.417770385742,NA,"STN66400",50
66425,1,531256.275,6788878.3175,1,161.839996337891,167.463333129883,161.940002441406,"STN66425",47
66450,-5,531234.851,6788886.024,1,161.880004882812,NA,NA,"STN66450",44
66475,-5,531213.111,6788889.481,1,161.906661987305,NA,NA,"STN66475",44
66500,-5,531188.111,6788889.549,1,161.815002441406,NA,NA,"STN66500",44
66525,-7,531166.7375,6788884.5055,1,161.789993286133,NA,NA,"STN66525",43
66550,-7,531150.6705,6788873.797,1,161.880004882812,NA,161.865005493164,"STN66550",44
66575,1,531133.873,6788857.618,1,161.95166015625,169.992858886719,NA,"STN66575",46
66600,10,531119.0875,6788838.3435,1,161.95832824707,167.362854003906,NA,"STN66600",51
66625,13,531106.3225,6788823.1225,1,162.017501831055,NA,NA,"STN66625",52
66650,13,531093.623,6788794.4155,1,161.845001220703,163.214004516602,NA,"STN66650",53
66675,14,531087.5935,6788776.686,1,161.938339233398,NA,NA,"STN66675",53
66700,3,531084.4445,6788752.588,1,161.865005493164,NA,161.940002441406,"STN66700",48
66725,-1,531079.262,6788728.768,1,161.839996337891,180.716659545898,NA,"STN66725",46
66750,5,531073.0765,6788703.84,1,161.886672973633,NA,161.863327026367,"STN66750",48
66775,5,531069.053,6788682.3255,1,161.887145996094,NA,161.860000610352,"STN66775",48
66800,-5,531064.8105,6788656.929,1,161.839996337891,NA,161.770004272461,"STN66800",45
66825,-9,531051.252,6788635.5475,1,162.147994995117,NA,NA,"STN66825",40
66850,-15,531039.192,6788612.842,1,162.302505493164,NA,NA,"STN66850",38
66875,-11,531019.6415,6788596.756,1,162.169998168945,173.188339233398,NA,"STN66875",39
66900,-4,530993.5655,6788587.2215,1,161.979995727539,169.106002807617,NA,"STN66900",44
66925,-2,530968.94,6788585.3815,1,162.127136230469,NA,NA,"STN66925",45
66950,3,530943.955,6788590.4485,1,161.921997070312,171.755996704102,NA,"STN66950",47
66975,7,530922.575,6788597.5875,1,161.860000610352,NA,NA,"STN66975",50
67000,1,530902.0585,6788604.392,1,161.877136230469,NA,NA,"STN67000",47
67025,-6,530880.3345,6788618.6085,1,161.820007324219,NA,NA,"STN67025",44
67050,-4,530865.3875,6788638.7475,1,161.789993286133,NA,NA,"STN67050",44
67075,2,530853.452,6788661.518,1,161.740005493164,NA,NA,"STN67075",47
67100,7,530840.7635,6788683.6305,1,162.152725219727,163.479995727539,161.927505493164,"STN67100",49
67125,5,530822.8045,6788701.137,1,162.194290161133,NA,NA,"STN67125",47
67150,5,530799.929,6788714.0555,1,161.75,NA,NA,"STN67150",48
67175,20,530775.035,6788731.0065,1,161.684280395508,171.07209777832,NA,"STN67175",61
67200,11,530750.008,6788722.073,1,161.910003662109,NA,161.839996337891,"STN67200",52
67225,13,530725.014,6788724.1395,1,162.047500610352,167.190002441406,NA,"STN67225",52
67250,9,530700.002,6788720.2065,1,161.836669921875,NA,NA,"STN67250",50
67275,5,530675.037,6788712.287,1,161.804992675781,168.530914306641,NA,"STN67275",48
67300,9,530650.801,6788700.4545,1,161.883331298828,NA,NA,"STN67300",50
67325,8,530636.2475,6788690.726,1,161.873992919922,NA,NA,"STN67325",49
67350,0,530613.818,6788680.6605,1,161.75,167.307144165039,NA,"STN67350",45
67375,-8,530587.4325,6788679.3135,1,161.800003051758,176.001876831055,NA,"STN67375",41
67400,-13,530563.371,6788692.742,1,161.838577270508,179.826507568359,NA,"STN67400",39
67425,-13,530546.917,6788711.564,1,162.104537963867,176.309997558594,NA,"STN67425",39
67450,-11,530533.188,6788734.678,1,161.89143371582,169.425994873047,NA,"STN67450",40
67475,-9,530527.581,6788762.053,1,161.820007324219,NA,NA,"STN67475",41
67500,-6,530523.164,6788780.242,1,161.917144775391,174.377639770508,NA,"STN67500",42
67525,3,530513.487,6788804.9855,1,162.218185424805,171.532501220703,NA,"STN67525",46
67550,9,530501.551,6788827.755,1,162.16667175293,173.609466552734,NA,"STN67550",49
67575,-4,530475.308,6788838.023,1,161.877777099609,NA,NA,"STN67575",49
67600,-4,530458.514,6788854.898,1,161.871994018555,177.10285949707,NA,"STN67600",43
67625,-9,530439.4515,6788857.5995,1,161.872497558594,NA,NA,"STN67625",40
67650,-18,530406.157,6788864.984,1,161.850006103516,NA,161.785003662109,"STN67650",36
67675,-15,530391.962,6788885.78,1,162.041534423828,NA,NA,"STN67675",36
67700,-7,530381.532,6788909.866,1,161.83332824707,NA,NA,"STN67700",41
67725,3,530379.997,6788936.179,1,161.937271118164,NA,161.860000610352,"STN67725",47
67750,3,530378.499,6788960.186,1,161.83332824707,170.904159545898,NA,"STN67750",46
67775,9,530387.145,6788981.907,1,161.929992675781,NA,161.860000610352,"STN67775",50
67800,9,530396.316,6788998.938,1,161.860000610352,162.740005493164,NA,"STN67800",51
67825,5,530409.8735,6789020.3205,1,161.75,NA,NA,"STN67825",48
67850,-1,530421.3435,6789043.2045,1,161.816665649414,174.849411010742,NA,"STN67850",45
67875,-3,530426.873,6789064.666,1,161.882507324219,167.066360473633,NA,"STN67875",43
67900,1,530423.849,6789087.642,1,161.927001953125,171.005386352539,NA,"STN67900",46
67925,6,530412.4385,6789110.3455,1,161.986358642578,162.100006103516,NA,"STN67925",49
67950,4,530394.478,6789127.851,1,162.147994995117,169.959091186523,NA,"STN67950",48
67975,2,530376.5175,6789145.357,1,161.856674194336,162.350006103516,NA,"STN67975",47
68000,1,530359.31,6789163.5205,1,161.9228515625,NA,161.779998779297,"STN68000",46
68025,-2,530340.5965,6789180.3675,1,161.820007324219,NA,NA,"STN68025",45
68050,-8,530319.624,6789195.241,1,161.853332519531,NA,NA,"STN68050",42
68075,-14,530298.6515,6789210.1145,1,161.809997558594,NA,161.800003051758,"STN68075",39
68100,-18,530279.1845,6789226.304,1,162.136001586914,NA,NA,"STN68100",36
68125,-19,530261.977,6789244.4675,1,162.015716552734,NA,NA,"STN68125",36
68150,-12,530250.7935,6789267.8945,1,161.865005493164,NA,NA,"STN68150",39
68175,-4,530242.7995,6789293.961,1,161.921997070312,169.035003662109,161.850006103516,"STN68175",43
68200,-4,530237.198,6789318.785,1,162.256256103516,165.919998168945,NA,"STN68200",43
68225,-10,530231.264,6789343.803,1,161.913330078125,175.688003540039,NA,"STN68225",40
68250,-10,530225.927,6789359.9155,1,161.902496337891,NA,NA,"STN68250",41
68275,-3,530215.9705,6789383.1345,1,161.972503662109,167.705001831055,NA,"STN68275",44
68300,-1,530201.0215,6789403.272,1,162.13200378418,162.876663208008,NA,"STN68300",45
68325,0,530185.3195,6789422.7515,1,161.779998779297,NA,NA,"STN68325",47
68350,0,530168.8645,6789441.5725,1,162.067504882812,167.632858276367,NA,"STN68350",46
68375,1,530153.1625,6789461.0515,1,161.830001831055,167.707855224609,NA,"STN68375",46
68400,8,530138.7625,6789482.7175,1,161.759994506836,171.561431884766,NA,"STN68400",50
68425,8,530112.291,6789490.16,1,161.86555480957,171.147857666016,NA,"STN68425",55
68450,20,530087.327,6789502.2255,1,162.397506713867,171.013336181641,NA,"STN68450",54
68475,17,530062.318,6789499.291,1,161.970001220703,169.442413330078,161.910003662109,"STN68475",54
68500,7,530037.268,6789489.1835,1,161.856246948242,NA,161.75,"STN68500",50
68525,7,530011.403,6789477.3095,1,162.182006835938,167.636993408203,NA,"STN68525",50
68550,7,529994.948,6789463.5415,1,161.910003662109,166.412002563477,NA,"STN68550",50
68575,1,529976.114,6789452.7395,1,161.92333984375,NA,NA,"STN68575",46
68600,-4,529951.099,6789447.805,1,161.720001220703,NA,NA,"STN68600",43
68625,-2,529926.105,6789449.8705,1,161.927993774414,NA,NA,"STN68625",44
68650,8,529901.667,6789460.41,1,161.888000488281,175.348327636719,NA,"STN68650",49
68675,9,529887.6,6789468.2655,1,161.979995727539,162.100006103516,NA,"STN68675",49
68700,2,529863.575,6789479.0435,1,161.952499389648,172.663635253906,NA,"STN68700",46
68725,4,529842.615,6789489.817,1,161.979995727539,171.509994506836,NA,"STN68725",47
68750,1,529822.9645,6789499.1695,1,162.111663818359,NA,NA,"STN68750",45
68775,-6,529801.2835,6789505.0445,1,161.860000610352,166.104995727539,NA,"STN68775",44
68800,1,529779.122,6789514.8035,1,161.759994506836,166.732727050781,NA,"STN68800",45
68825,4,529758.121,6789522.412,1,161.821426391602,NA,NA,"STN68825",48
68850,-7,529732.628,6789528.6,1,161.785003662109,NA,NA,"STN68850",41
68875,-9,529716.846,6789534.729,1,161.835006713867,167.241668701172,NA,"STN68875",41
68900,-7,529693.102,6789537.802,1,161.938568115234,163.619995117188,NA,"STN68900",43
68925,-4,529673.5155,6789534.807,1,161.907501220703,NA,161.809997558594,"STN68925",44
68950,4,529650.4715,6789524.5565,1,161.801666259766,163.034286499023,NA,"STN68950",47
68975,10,529629.4245,6789509.7935,1,161.839996337891,164.139999389648,161.869995117188,"STN68975",51
69000,9,529613.6205,6789490.3965,1,161.649993896484,172.490005493164,161.917495727539,"STN69000",51
69025,0,529603.809,6789465.7035,1,161.813339233398,167.425003051758,NA,"STN69025",45
69050,-11,529604.8165,6789442.953,1,161.75,181.160903930664,NA,"STN69050",41
69075,-7,529603.4345,6789424.65,1,161.877502441406,180.833084106445,NA,"STN69075",42
69100,4,529606.977,6789399.062,1,161.729995727539,175.822723388672,NA,"STN69100",48
69125,5,529613.704,6789379.7815,1,161.804992675781,168.839096069336,NA,"STN69125",49
69150,5,529620.6315,6789354.9025,1,161.934005737305,165.067855834961,NA,"STN69150",49
69175,11,529629.858,6789330.5635,1,161.815002441406,NA,161.794998168945,"STN69175",53
69200,9,529637.096,6789315.324,1,161.809997558594,177.400772094727,NA,"STN69200",52
69225,7,529647.1895,6789288.8925,1,162.085006713867,167.136672973633,NA,"STN69225",50
69250,9,529658.902,6789267.9965,1,161.904998779297,NA,NA,"STN69250",51
69275,-1,529673.9785,6789250.422,1,161.794006347656,166.093338012695,NA,"STN69275",45
69300,-3,529683.2005,6789230.335,1,162.289993286133,166.908004760742,NA,"STN69300",44
69325,0,529694.3725,6789208.476,1,161.893325805664,NA,161.839996337891,"STN69325",46
69350,-4,529703.86,6789185.541,1,162.031661987305,NA,NA,"STN69350",43
69375,-9,529708.7955,6789160.526,1,162.295715332031,NA,NA,"STN69375",40
69400,-11,529710.731,6789135.52,1,162.003326416016,170.822860717773,NA,"STN69400",40
69425,-12,529705.162,6789107.1655,1,161.987503051758,NA,NA,"STN69425",39
69450,-11,529689.1315,6789085.38,1,161.809997558594,NA,NA,"STN69450",40
69475,-10,529660.1435,6789073.287,1,162.011672973633,171.040832519531,NA,"STN69475",41
69500,-13,529648.163,6789065.492,1,161.779998779297,170.949996948242,NA,"STN69500",38
69525,2,529619.7655,6789061.0045,1,161.889999389648,NA,NA,"STN69525",46
69550,5,529600.6005,6789059.379,1,161.800003051758,NA,NA,"STN69550",48
69575,-9,529573.1405,6789059.769,1,161.824996948242,169.919998168945,NA,"STN69575",39
69600,-18,529554.435,6789062.5935,1,162.134002685547,NA,NA,"STN69600",37
69625,-15,529537.955,6789068.562,1,161.858337402344,163.848571777344,NA,"STN69625",39
69650,-8,529512.0905,6789079.709,1,161.75,NA,NA,"STN69650",43
69675,-6,529491.087,6789096.438,1,161.850006103516,NA,NA,"STN69675",44
69700,-14,529468.607,6789109.994,1,161.945388793945,NA,NA,"STN69700",37
69725,-13,529452.904,6789129.472,1,161.871673583984,162.059997558594,NA,"STN69725",39
69750,-26,529426.659,6789139.7385,1,161.712005615234,NA,NA,"STN69750",38
69775,-26,529410.203,6789158.559,1,161.917495727539,166.309997558594,NA,"STN69775",38
69800,-10,529405.795,6789187.907,1,161.770004272461,NA,161.699996948242,"STN69800",42
69825,-9,529390.092,6789207.385,1,161.772506713867,NA,NA,"STN69825",41
69850,-7,529375.091,6789224.925,1,161.910003662109,NA,NA,"STN69850",42
69875,-2,529358.009,6789235.903,1,161.837493896484,NA,NA,"STN69875",46
69900,10,529333.045,6789247.967,1,161.907501220703,NA,NA,"STN69900",56
69925,5,529308.03,6789243.0305,1,161.729995727539,NA,NA,"STN69925",52
